,_id,date,revenue,ordersCount
0,61b73e6007b79a564811fc36,2021-01-01,10149.0,197
1,61b73e6007b79a564811f2aa,2021-01-02,10051.0,193
2,61b73e5f07b79a564811bba6,2021-01-03,9004.8,179
3,61b73e6107b79a5648121f8f,2021-01-04,11818.0,242
4,61b73e5b07b79a56481123ee,2021-01-05,11274.2,194
5,61b73e6107b79a56481207e9,2021-01-06,9528.0,182
6,61b73e6107b79a5648121183,2021-01-07,13673.0,255
7,61b73e5d07b79a5648117cbe,2021-01-08,12252.0,230
8,61b73e5d07b79a5648118773,2021-01-09,12389.0,226
9,61b73e5b07b79a5648113e23,2021-01-10,8578.0,157
10,61b73e5d07b79a5648117634,2021-01-11,8951.0,163
11,61b73e5c07b79a56481156c9,2021-01-12,9870.0,178
12,61b73e6407b79a5648128f59,2021-01-13,9933.0,165
13,61b73e5f07b79a564811c70c,2021-01-14,11344.0,193
14,61b73e6307b79a5648127189,2021-01-15,10717.0,213
15,61b73e6207b79a56481234bb,2021-01-16,8433.0,165
16,61b73e6207b79a56481231fe,2021-01-17,5877.4,117
17,61b73e5c07b79a5648114ed4,2021-01-18,5825.2,115
18,61b73e6107b79a56481222dd,2021-01-19,6763.0,141
19,61b73e6307b79a5648125114,2021-01-20,6489.0,132
20,61b73e5e07b79a564811b483,2021-01-21,8648.0,177
21,61b73e6007b79a564811f4cc,2021-01-22,11653.0,195
22,61b73e5b07b79a56481122c4,2021-01-23,6682.0,128
23,61b73e5e07b79a5648119da7,2021-01-24,5120.0,114
24,61b73e5c07b79a5648114ba2,2021-01-25,4568.8,101
25,61b73e5e07b79a564811b4e9,2021-01-26,5411.8,121
26,61b73e5c07b79a5648114ed1,2021-01-27,7141.2,141
27,61b73e6207b79a5648123d09,2021-01-28,11620.0,209
28,61b73e6107b79a5648121167,2021-01-29,14217.0,236
29,61b73e5e07b79a564811ae49,2021-01-30,8445.2,168
30,61b73e5e07b79a5648119d12,2021-01-31,6806.0,129
31,61b73e6307b79a5648125aa5,2021-02-01,7512.8,155
32,61b73e5c07b79a564811475d,2021-02-02,7293.6,138
33,61b73e6407b79a56481282a9,2021-02-03,7158.0,124
34,61b73e5d07b79a56481188a9,2021-02-04,5948.0,112
35,61b73e6007b79a564811de87,2021-02-05,1409.0,34
36,61b73e6307b79a564812597a,2021-02-06,1089.0,32
37,61b73e6307b79a5648127196,2021-02-07,1021.0,24
38,61b73e5b07b79a5648112379,2021-02-08,1208.0,32
39,61b73e6207b79a5648123c99,2021-02-09,728.6,22
40,61b73e6007b79a564811ffc4,2021-02-10,1317.6,31
41,61b73e6507b79a564812af31,2021-02-11,1425.0,39
42,61b73e5e07b79a564811ac78,2021-02-12,1991.0,55
43,61b73e6107b79a5648120cb1,2021-02-13,595.0,20
44,61b73e6107b79a564812158c,2021-02-14,1283.2,35
45,61b73e6207b79a564812393c,2021-02-15,1738.6,40
46,61b73e5f07b79a564811d704,2021-02-16,1857.0,52
47,61b73e5f07b79a564811d471,2021-02-17,1412.0,42
48,61b73e6207b79a56481241c6,2021-02-18,2396.0,52
49,61b73e6307b79a5648125a98,2021-02-19,1753.0,44
50,61b73e5e07b79a564811b4ec,2021-02-20,2985.0,63
51,61b73e5e07b79a564811a186,2021-02-21,1142.2,33
52,61b73e6007b79a564811fbff,2021-02-22,1568.8,41
53,61b73e5e07b79a564811adab,2021-02-23,894.0,31
54,61b73e6107b79a5648121387,2021-02-24,1479.4,57
55,61b73e6207b79a5648123521,2021-02-25,1661.0,49
56,61b73e6007b79a564811f54d,2021-02-26,1052.0,31
57,61b73e6507b79a564812ac51,2021-02-27,1539.4,51
58,61b73e5f07b79a564811b774,2021-02-28,871.0,26
59,61b73e5d07b79a5648117c86,2021-03-01,1392.2,43
60,61b73e6407b79a5648127a3d,2021-03-02,1528.0,51
61,61b73e5d07b79a5648116dac,2021-03-03,2796.4,86
62,61b73e6407b79a56481276d7,2021-03-04,2433.0,71
63,61b73e6007b79a564811f7f5,2021-03-05,2530.0,62
64,61b73e5f07b79a564811d4db,2021-03-06,1838.0,40
65,61b73e6407b79a56481275d5,2021-03-07,3851.0,97
66,61b73e6507b79a564812aaa4,2021-03-08,4487.0,92
67,61b73e5e07b79a564811b329,2021-03-09,4346.8,99
68,61b73e6107b79a56481227de,2021-03-10,4411.2,108
69,61b73e6307b79a5648125345,2021-03-11,4955.0,113
70,61b73e6407b79a56481276b9,2021-03-12,2808.0,61
71,61b73e6307b79a56481265b3,2021-03-13,5453.0,125
72,61b73e5b07b79a56481128d3,2021-03-14,233.0,14
73,61b73e5b07b79a56481124f4,2021-03-15,7714.2,192
74,61b73e6407b79a56481277aa,2021-03-16,4416.0,113
75,61b73e6007b79a564811df95,2021-03-17,4303.0,109
76,61b73e5c07b79a564811646e,2021-03-18,7004.2,153
77,61b73e6407b79a56481295f6,2021-03-19,6246.4,127
78,61b73e5b07b79a5648113ca7,2021-03-20,7070.0,147
79,61b73e6007b79a564811f8cf,2021-03-21,4246.0,83
80,61b73e5c07b79a5648114b2e,2021-03-22,3016.0,79
81,61b73e6407b79a56481285e9,2021-03-23,2299.0,64
82,61b73e5b07b79a5648112a52,2021-03-24,5727.0,121
83,61b73e6407b79a5648128b16,2021-03-25,6646.0,157
84,61b73e5d07b79a5648117854,2021-03-26,7143.0,129
85,61b73e5f07b79a564811c90e,2021-03-27,5311.0,106
86,61b73e5e07b79a564811a6cb,2021-03-28,6128.0,142
87,61b73e5f07b79a564811dc1a,2021-03-29,4813.0,102
88,61b73e6307b79a56481274e1,2021-03-30,6332.0,131
89,61b73e6007b79a564811ebc4,2021-03-31,6592.0,129
90,61b73e5e07b79a564811a0dd,2021-04-01,9049.6,180
91,61b73e5c07b79a5648115bc7,2021-04-02,8270.0,163
92,61b73e5b07b79a56481136b9,2021-04-03,4253.0,97
93,61b73e5c07b79a564811579c,2021-04-04,4121.8,93
94,61b73e6507b79a564812a6e0,2021-04-05,5659.0,111
95,61b73e5c07b79a56481157c0,2021-04-06,5074.0,101
96,61b73e5e07b79a564811af1c,2021-04-07,5170.0,110
97,61b73e6007b79a564811f679,2021-04-08,6073.0,124
98,61b73e6207b79a5648123b49,2021-04-09,6207.0,135
99,61b73e5f07b79a564811daa9,2021-04-10,5632.0,118
100,61b73e6007b79a564811fe1c,2021-04-11,2580.0,72
101,61b73e6307b79a56481269a8,2021-04-12,4369.0,94
102,61b73e6307b79a5648125cee,2021-04-13,1031.0,26
103,61b73e6307b79a5648125409,2021-04-14,884.0,27
104,61b73e6007b79a564811e2bc,2021-04-15,1686.0,40
105,61b73e6407b79a5648129337,2021-04-16,2519.0,53
106,61b73e5f07b79a564811c6f6,2021-04-17,2798.0,59
107,61b73e6007b79a564811e9dd,2021-04-18,1854.0,47
108,61b73e5e07b79a5648119b45,2021-04-19,2664.4,64
109,61b73e6407b79a5648128208,2021-04-20,3207.0,63
110,61b73e6207b79a56481245eb,2021-04-21,1914.0,47
111,61b73e5e07b79a56481198d8,2021-04-22,3866.0,65
112,61b73e6507b79a564812b532,2021-04-23,3271.0,73
113,61b73e6507b79a564812a3cc,2021-04-24,1740.0,43
114,61b73e5c07b79a5648115843,2021-04-25,2708.0,59
115,61b73e6107b79a564812118f,2021-04-26,2125.0,54
116,61b73e6307b79a56481264c8,2021-04-27,2510.0,55
117,61b73e6307b79a5648125582,2021-04-28,2847.0,60
118,61b73e5b07b79a5648112780,2021-04-29,3089.0,64
119,61b73e5e07b79a564811a1ea,2021-04-30,4767.0,82
120,61b73e5d07b79a5648118670,2021-05-01,3010.2,61
121,61b73e5e07b79a564811aae3,2021-05-02,2248.0,53
122,61b73e6207b79a56481231ae,2021-05-03,2482.0,59
123,61b73e6107b79a5648120ab0,2021-05-04,1842.0,41
124,61b73e5b07b79a56481125fe,2021-05-05,1826.0,44
125,61b73e5f07b79a564811cbd0,2021-05-06,2589.0,55
126,61b73e5b07b79a56481123c9,2021-05-07,2811.4,67
127,61b73e5c07b79a5648114425,2021-05-08,2728.6,67
128,61b73e6507b79a564812a4d4,2021-05-09,2638.2,53
129,61b73e5d07b79a56481180b0,2021-05-10,2311.0,51
130,61b73e5d07b79a5648117021,2021-05-11,2013.0,49
131,61b73e6007b79a564811f9f4,2021-05-12,860.0,25
132,61b73e6507b79a564812a12e,2021-05-13,7501.0,149
133,61b73e6507b79a564812ad2b,2021-05-14,8356.0,164
134,61b73e6207b79a5648123b3b,2021-05-15,7919.6,165
135,61b73e5d07b79a56481171cc,2021-05-16,6509.0,120
136,61b73e6007b79a564811e459,2021-05-17,5415.0,113
137,61b73e5d07b79a56481171fa,2021-05-18,5035.0,119
138,61b73e6207b79a5648122d13,2021-05-19,5108.0,105
139,61b73e6307b79a564812605d,2021-05-20,7085.0,136
140,61b73e5b07b79a5648112802,2021-05-21,6692.0,135
141,61b73e5d07b79a5648116d86,2021-05-22,4416.4,112
142,61b73e6407b79a56481284f0,2021-05-23,3929.4,97
143,61b73e6407b79a564812953c,2021-05-24,4077.4,93
144,61b73e5b07b79a5648112367,2021-05-25,3416.0,84
145,61b73e6207b79a5648123f3e,2021-05-26,4310.0,99
146,61b73e5f07b79a564811ceba,2021-05-27,6972.0,136
147,61b73e5e07b79a564811a7bc,2021-05-28,7483.0,163
148,61b73e6007b79a564811f9b7,2021-05-29,5975.0,117
149,61b73e6007b79a564811e66c,2021-05-30,5003.0,115
150,61b73e6507b79a5648129dd5,2021-05-31,4802.0,116
151,61b73e6307b79a5648125b90,2021-06-01,4932.0,107
152,61b73e5c07b79a56481165c7,2021-06-02,6247.2,130
153,61b73e5f07b79a564811b65f,2021-06-03,6380.6,130
154,61b73e6507b79a564812a93f,2021-06-04,6982.0,133
155,61b73e5f07b79a564811d6dd,2021-06-05,6137.4,128
156,61b73e6107b79a56481221aa,2021-06-06,4177.6,98
157,61b73e5f07b79a564811c861,2021-06-07,3898.0,94
158,61b73e6407b79a5648128319,2021-06-08,6155.0,119
159,61b73e5d07b79a5648118592,2021-06-09,5536.2,116
160,61b73e5e07b79a564811a0cf,2021-06-10,6845.4,159
161,61b73e5e07b79a564811b170,2021-06-11,5562.0,127
162,61b73e6007b79a564811fe5f,2021-06-12,4563.0,87
163,61b73e5d07b79a5648118a48,2021-06-13,1527.2,43
164,61b73e6107b79a5648122020,2021-06-14,5136.0,99
165,61b73e6307b79a5648124f39,2021-06-15,4791.0,99
166,61b73e5b07b79a56481122f8,2021-06-16,5925.0,122
167,61b73e6107b79a5648122769,2021-06-17,4281.0,103
168,61b73e5f07b79a564811d412,2021-06-18,4713.2,96
169,61b73e6407b79a5648128520,2021-06-19,6046.0,110
170,61b73e6007b79a56481202d6,2021-06-20,4203.4,87
171,61b73e6407b79a5648127fde,2021-06-21,4166.0,88
172,61b73e6307b79a5648126c53,2021-06-22,4472.4,86
173,61b73e5f07b79a564811bd96,2021-06-23,4137.2,93
174,61b73e5f07b79a564811d07c,2021-06-24,4684.0,108
175,61b73e6207b79a5648123488,2021-06-25,5529.0,124
176,61b73e6207b79a56481240ac,2021-06-26,4646.4,100
177,61b73e6207b79a5648123aa4,2021-06-27,4867.0,108
178,61b73e6507b79a564812adb7,2021-06-28,4767.0,101
179,61b73e5e07b79a564811a07a,2021-06-29,3521.0,85
180,61b73e5b07b79a56481137ff,2021-06-30,5607.0,109
181,61b73e6007b79a564811e51b,2021-07-01,5846.0,110
182,61b73e6007b79a564811fc29,2021-07-02,5789.6,111
183,61b73e5f07b79a564811c6ca,2021-07-03,5047.0,106
184,61b73e5b07b79a564811238f,2021-07-04,4452.0,97
185,61b73e5c07b79a56481168fa,2021-07-05,5066.0,114
186,61b73e6507b79a564812b4ff,2021-07-06,4392.0,88
187,61b73e5c07b79a5648116864,2021-07-07,6022.0,113
188,61b73e6107b79a5648121d38,2021-07-08,7278.0,147
189,61b73e5f07b79a564811c306,2021-07-09,6561.0,130
190,61b73e5f07b79a564811c65d,2021-07-10,4765.0,104
191,61b73e5b07b79a56481134f2,2021-07-11,3048.0,73
192,61b73e6407b79a5648127e30,2021-07-12,3703.0,84
193,61b73e6407b79a56481280df,2021-07-13,2384.0,64
194,61b73e6507b79a564812a6bc,2021-07-14,3454.2,71
195,61b73e5e07b79a564811a95a,2021-07-15,5055.0,96
196,61b73e5f07b79a564811c561,2021-07-16,4883.8,89
197,61b73e6207b79a5648123ee5,2021-07-17,3862.0,73
198,61b73e6207b79a56481248ad,2021-07-18,3769.0,77
199,61b73e5d07b79a5648117fb9,2021-07-19,1959.0,39
200,61b73e6407b79a56481294ff,2021-07-20,4271.0,80
201,61b73e5f07b79a564811c405,2021-07-21,4897.0,93
202,61b73e6007b79a564811e39a,2021-07-22,5076.0,88
203,61b73e5b07b79a5648113819,2021-07-23,5250.0,97
204,61b73e6007b79a564811e2e8,2021-07-24,3801.0,86
205,61b73e5b07b79a56481131de,2021-07-25,3948.0,74
206,61b73e5c07b79a5648114b85,2021-07-26,3412.0,77
207,61b73e6207b79a5648124a96,2021-07-27,3980.0,79
208,61b73e5d07b79a564811897e,2021-07-28,3627.0,76
209,61b73e5e07b79a5648119519,2021-07-29,5109.0,108
210,61b73e6207b79a5648122fd4,2021-07-30,7133.0,135
211,61b73e6407b79a5648127623,2021-07-31,3547.0,81
212,61b73e5f07b79a564811c54f,2021-08-01,4015.0,101
213,61b73e5b07b79a5648113bb4,2021-08-02,4656.0,90
214,61b73e6207b79a5648123687,2021-08-03,4462.0,91
215,61b73e6507b79a5648129be1,2021-08-04,5016.0,109
216,61b73e5d07b79a5648118b29,2021-08-05,6853.0,132
217,61b73e6107b79a5648122358,2021-08-06,6587.6,118
218,61b73e6207b79a56481233de,2021-08-07,4212.2,102
219,61b73e5e07b79a564811a13e,2021-08-08,3177.6,71
220,61b73e6407b79a5648128e4c,2021-08-09,3585.0,88
221,61b73e6407b79a5648128dd3,2021-08-10,4081.0,101
222,61b73e6407b79a56481286bc,2021-08-11,5375.0,107
223,61b73e5e07b79a564811a33e,2021-08-12,6408.0,143
224,61b73e6007b79a564811f122,2021-08-13,5656.6,125
225,61b73e6207b79a564812427d,2021-08-14,5166.0,111
226,61b73e6507b79a564812a100,2021-08-15,5507.4,112
227,61b73e5d07b79a5648117ca9,2021-08-16,4321.0,84
228,61b73e6307b79a56481261bc,2021-08-17,4488.2,95
229,61b73e6107b79a5648122afa,2021-08-18,4529.0,95
230,61b73e6407b79a56481277c0,2021-08-19,5174.2,112
231,61b73e6107b79a5648121c36,2021-08-20,5440.0,104
232,61b73e5e07b79a5648119679,2021-08-21,4021.0,81
233,61b73e5f07b79a564811b8bf,2021-08-22,2684.0,75
234,61b73e5c07b79a564811519b,2021-08-23,2954.0,67
235,61b73e6207b79a5648123029,2021-08-24,3589.0,89
236,61b73e5f07b79a564811c8ef,2021-08-25,2837.0,71
237,61b73e5e07b79a56481197fd,2021-08-26,5445.0,111
238,61b73e5c07b79a5648114f85,2021-08-27,6644.6,129
239,61b73e5f07b79a564811d3f3,2021-08-28,2617.0,70
240,61b73e6207b79a564812418d,2021-08-29,3640.0,83
241,61b73e5f07b79a564811bfd1,2021-08-30,2593.8,65
242,61b73e5e07b79a564811b1f9,2021-08-31,2830.0,67
243,61b73e5e07b79a564811a87a,2021-09-01,2444.0,57
244,61b73e6307b79a56481253ed,2021-09-02,7598.8,144
245,61b73e6007b79a564811f954,2021-09-03,8360.0,159
246,61b73e6407b79a564812842d,2021-09-04,4355.0,83
247,61b73e5d07b79a5648117dc4,2021-09-05,2535.0,67
248,61b73e5e07b79a564811b3c8,2021-09-06,2784.0,61
249,61b73e6307b79a5648124f80,2021-09-07,2407.0,60
250,61b73e5f07b79a564811cf38,2021-09-08,3658.4,81
251,61b73e5e07b79a564811b447,2021-09-09,5889.0,133
252,61b73e6107b79a5648121a70,2021-09-10,6143.0,128
253,61b73e6207b79a5648122f12,2021-09-11,4090.2,97
254,61b73e5d07b79a5648118864,2021-09-12,2619.4,58
255,61b73e5e07b79a564811a470,2021-09-13,2525.2,46
256,61b73e5f07b79a564811d6c9,2021-09-14,2704.0,65
257,61b73e5c07b79a5648115559,2021-09-15,3374.0,68
258,61b73e5d07b79a5648117c7e,2021-09-16,5498.6,117
259,61b73e5c07b79a5648116be0,2021-09-17,5091.0,98
260,61b73e5b07b79a564811370a,2021-09-18,3629.0,91
261,61b73e5b07b79a564811207b,2021-09-19,2131.0,54
262,61b73e5e07b79a564811a83a,2021-09-20,2920.3517,76
263,61b73e5e07b79a564811b2e5,2021-09-21,4061.21465,91
264,61b73e5b07b79a5648112059,2021-09-22,6669.5285,136
265,61b73e6207b79a5648123b9b,2021-09-23,13712.8024,264
266,61b73e5f07b79a564811b810,2021-09-24,8020.7807999999995,156
267,61b73e5c07b79a5648115f3f,2021-09-25,4027.76,89
268,61b73e5c07b79a5648114c75,2021-09-26,2881.5113,70
269,61b73e6407b79a564812793f,2021-09-27,3804.86332,95
270,61b73e5b07b79a5648111f48,2021-09-28,4139.20903,87
271,61b73e5f07b79a564811b82f,2021-09-29,3184.7686,79
272,61b73e6207b79a5648123734,2021-09-30,5900.5212,127
273,61b73e5f07b79a564811bbb2,2021-10-01,6333.41041,125
274,61b73e5e07b79a564811ac4e,2021-10-02,4729.01045,97
275,61b73e6407b79a5648127883,2021-10-03,3489.5163,76
276,61b73e6407b79a5648129910,2021-10-04,3802.2565,85
277,61b73e5f07b79a564811da09,2021-10-05,3809.26115,85
278,61b73e5f07b79a564811b8c5,2021-10-06,4296.26085,95
279,61b73e6307b79a56481257e8,2021-10-07,5272.7615,112
280,61b73e6407b79a5648129783,2021-10-08,8618.13312,151
281,61b73e5e07b79a564811a0e1,2021-10-09,5598.7635,123
282,61b73e5b07b79a5648112e5d,2021-10-10,3365.7648,69
283,61b73e5f07b79a564811cccf,2021-10-11,2685.36017,66
284,61b73e5f07b79a564811c6f4,2021-10-12,2968.8078,68
285,61b73e6307b79a5648125f85,2021-10-13,2845.36197,70
286,61b73e5f07b79a564811d803,2021-10-14,6187.51865,138
287,61b73e5f07b79a564811bdf8,2021-10-15,6934.1918000000005,130
288,61b73e5c07b79a5648115e00,2021-10-16,7208.92128,132
289,61b73e6507b79a564812b648,2021-10-17,6702.32696,137
290,61b73e5e07b79a564811a160,2021-10-18,2402.7617,53
291,61b73e5d07b79a56481170a0,2021-10-19,1886.0069,54
292,61b73e5c07b79a5648116277,2021-10-20,3145.00965,72
293,61b73e6507b79a564812abf8,2021-10-21,6521.5239599999995,144
294,61b73e5e07b79a564811b41f,2021-10-22,6135.3696,123
295,61b73e6307b79a5648126efe,2021-10-23,2085.31133,57
296,61b73e5f07b79a564811c2a7,2021-10-24,2911.7586,78
297,61b73e6407b79a5648129a8f,2021-10-25,3436.56685,83
298,61b73e5e07b79a56481195a8,2021-10-26,3175.91291,75
299,61b73e6207b79a5648124b68,2021-10-27,3561.00605,69
300,61b73e6307b79a5648126861,2021-10-28,4695.76947,100
301,61b73e5d07b79a56481181e5,2021-10-29,8687.42637,163
302,61b73e5b07b79a5648112c0f,2021-10-30,4228.41085,105
303,61b73e6107b79a5648121e72,2021-10-31,3160.7612,82
304,61b73e6407b79a5648128bc0,2021-11-01,3523.26075,77
305,61b73e6507b79a564812a754,2021-11-02,3345.40405,84
306,61b73e6007b79a564811f04a,2021-11-03,4226.91608,92
307,61b73e5e07b79a564811b500,2021-11-04,5504.4612,122
308,61b73e6007b79a564811eccd,2021-11-05,5706.07115,121
309,61b73e6107b79a56481215d1,2021-11-06,4145.9133,88
310,61b73e5b07b79a5648112d78,2021-11-07,3163.11111,69
311,61b73e6407b79a5648127cf0,2021-11-08,3134.5688,84
312,61b73e6307b79a5648125817,2021-11-09,3261.36895,83
313,61b73e6007b79a564811f187,2021-11-10,3776.1262,84
314,61b73e5d07b79a5648117060,2021-11-11,5720.15474,128
315,61b73e6407b79a5648128fb1,2021-11-12,6720.17243,128
316,61b73e6107b79a5648121cf6,2021-11-13,4780.02859,113
317,61b73e6407b79a5648127621,2021-11-14,2689.70535,80
318,61b73e6507b79a564812aead,2021-11-15,2324.7618,56
319,61b73e5c07b79a5648115668,2021-11-16,3037.53985,78
320,61b73e5c07b79a564811445b,2021-11-17,2749.60906,69
321,61b73e6407b79a56481293cd,2021-11-18,4446.9235,92
322,61b73e5b07b79a5648112e78,2021-11-19,5476.9693,114
323,61b73e6307b79a5648125beb,2021-11-20,3437.86336,71
324,61b73e6407b79a5648127f39,2021-11-21,3425.95879,64
325,61b73e6007b79a564811f880,2021-11-22,3436.20874,84
326,61b73e5f07b79a564811db80,2021-11-23,3113.02125,74
327,61b73e5d07b79a5648118158,2021-11-24,4669.76475,104
328,61b73e6007b79a564811efc5,2021-11-25,7471.82463,139
329,61b73e6407b79a5648127cfd,2021-11-26,6721.42064,126
330,61b73e5c07b79a5648115360,2021-11-27,7019.72673,147
331,61b73e5c07b79a5648115194,2021-11-28,5062.01618,94
332,61b73e6107b79a56481208b7,2021-11-29,6221.0469,118
333,61b73e5d07b79a56481170a6,2021-11-30,6430.03065,127
334,61b73e5d07b79a5648118ad9,2021-12-01,5730.427,110
335,61b73e6407b79a56481280a7,2021-12-02,7987.0651,136
336,61b73e5d07b79a56481181ca,2021-12-03,6220.01535,124
337,61b73e6207b79a5648124c70,2021-12-04,4770.522,90
338,61b73e5e07b79a5648119a90,2021-12-05,3923.4067,89
339,61b73e5d07b79a5648116e62,2021-12-06,3574.26095,73
340,61b73e5f07b79a564811ced2,2021-12-07,4077.7597,93
341,61b73e6407b79a5648127d5a,2021-12-08,3863.45513,87
342,61b73e6207b79a56481242fd,2021-12-09,5009.76915,106
343,61b73e6107b79a5648121bf7,2021-12-10,5673.847,98
344,61b73e6107b79a5648121747,2021-12-11,4877.01775,95
345,61b73e6007b79a564811f4be,2021-12-12,3197.59823,73
346,61b96845a8e72c4e0f3cdd1f,2021-12-13,3176.145900000001,77
347,61b96847a8e72c4e0f3ce0d7,2021-12-14,5348.023250000001,102
348,61bab9c6385dfadc3bb059f4,2021-12-15,4215.510150000001,94
349,61bc0b45bf6bf83638b2eca9,2021-12-16,5500.745550000001,121
350,61bd5cc72ba1e5deafba3b37,2021-12-17,6095.9947500000035,118
351,61beae4b788bf61c6312c404,2021-12-18,6252.549999999997,129
352,61beae4d788bf61c6312c74c,2021-12-19,3976.2653,98
353,61c1514e17a34a9d1024f448,2021-12-20,3305.791150000001,80
354,61c2a2c6bfb2b5337e2ceeda,2021-12-21,2733.5923200000007,71
355,61c3f4455ca5bbc672c1dc3c,2021-12-22,4441.053899999999,102
356,61c545c6c1ab103b33c72107,2021-12-23,6178.838450000001,135
357,61c69746817cbdd80affe504,2021-12-24,5474.006900000002,118
358,61c7e8c9abb988dae9d1a453,2021-12-25,5461.010749999997,124
359,61c93a4aed4d4732bd865736,2021-12-26,4855.760919999999,115
360,61ca8bc502d7e21fd47e9ccf,2021-12-27,5035.445900000001,118
361,61cbdd46f5a1487f388d394a,2021-12-28,4514.600550000001,107
362,61cd2ec7a89b9655cc049221,2021-12-29,8103.0610000000015,153
363,61ce804c268bc3aefc123aa7,2021-12-30,6451.3682100000005,138
